,article_name,country,revision_id,article_quality,population
33674,Vytautas Petras Ple?kaitis,Lithuania,789311424,Stub,"2,911,203"
33675,Juras Po?ela,Lithuania,789311436,Stub,"2,911,203"
33676,Algirdas Ra?auskas,Lithuania,789311447,Stub,"2,911,203"
33677,Audrius Rudys,Lithuania,789311458,Stub,"2,911,203"
33678,Benediktas Vilmantas Rupeika,Lithuania,789311459,Stub,"2,911,203"
33679,Liudvikas Sabutis,Lithuania,789311463,Stub,"2,911,203"
33680,Saulius ?altenis,Lithuania,789311469,Stub,"2,911,203"
33681,Kazimieras Steponas ?aulys,Lithuania,789311472,Start,"2,911,203"
33682,Algimantas S?j：＼nas,Lithuania,789311475,Stub,"2,911,203"
33683,Lionginas ?epetys,Lithuania,789311478,Stub,"2,911,203"
33684,Jonas ?im?nas,Lithuania,789311484,Stub,"2,911,203"
33685,?eslovas Stankevi?ius,Lithuania,789311496,Stub,"2,911,203"
33686,Rimvydas Raimondas Survila,Lithuania,789311507,Stub,"2,911,203"
33687,Pranci?kus Tupikas,Lithuania,789311512,Stub,"2,911,203"
33688,Petras Vilei?is,Lithuania,789311524,Start,"2,911,203"
33689,K?stutis Glaveckas,Lithuania,789311530,Stub,"2,911,203"
33690,Petras Giniotas,Lithuania,789311535,Stub,"2,911,203"
33691,Algirdas Endriukaitis,Lithuania,789311539,Stub,"2,911,203"
33692,Juozas Dringelis,Lithuania,789311543,Stub,"2,911,203"
33693,Medardas ?obotas,Lithuania,789311547,Stub,"2,911,203"
33694,Egidijus Bi?kauskas,Lithuania,789311572,Stub,"2,911,203"
33695,Vytautas Sakalauskas,Lithuania,789312010,Start,"2,911,203"
33696,Antanas Ra?as,Lithuania,789382596,Stub,"2,911,203"
33697,Antanas Vilei?is,Lithuania,789382795,Stub,"2,911,203"
33698,Vygaudas U?ackas,Lithuania,789682045,Start,"2,911,203"
33699,Ar：＼nas Degutis,Lithuania,789875898,Stub,"2,911,203"
33700,Danut? Budreikait?,Lithuania,790608027,Stub,"2,911,203"
33701,Jolanta Di?kut?,Lithuania,790608029,Stub,"2,911,203"
33702,Ona Juknevi?ien?,Lithuania,790608039,Stub,"2,911,203"
33703,Radvil? Mork：＼nait?-Mikul?nien?,Lithuania,790608044,Stub,"2,911,203"
33704,Mindaugas Murza,Lithuania,791221741,Start,"2,911,203"
33705,Audra Dagelyt?,Lithuania,791262531,Stub,"2,911,203"
33706,Jonas Vailokaitis,Lithuania,792232090,Start,"2,911,203"
33707,Bronislovas Genzelis,Lithuania,792409305,Stub,"2,911,203"
33708,Mantas Adom?nas,Lithuania,793078045,Stub,"2,911,203"
33709,K?stutis Dirg?la,Lithuania,794822122,Stub,"2,911,203"
33710,Viktor Uspaskich,Lithuania,795382493,Start,"2,911,203"
33711,Antanas Vinkus,Lithuania,796303821,Stub,"2,911,203"
33712,Marija Au?rin? Pavilionien?,Lithuania,796306749,Start,"2,911,203"
33713,Alma Adamkien?,Lithuania,798022066,Start,"2,911,203"
33714,Juozas Gabrys,Lithuania,798302144,C,"2,911,203"
33715,Juozas Bulavas,Lithuania,798473880,Start,"2,911,203"
33716,Martynas Jankus,Lithuania,798859919,Start,"2,911,203"
33717,Jonas Staugaitis,Lithuania,799039773,Stub,"2,911,203"
33718,Zenonas Juknevi?ius,Lithuania,799494439,Stub,"2,911,203"
33719,Virginijus Pikturna,Lithuania,799800756,Stub,"2,911,203"
33720,Leonas Mil?ius,Lithuania,799803167,Stub,"2,911,203"
33721,Vilius Baldi?is,Lithuania,800198449,Stub,"2,911,203"
33722,Zigmantas Bal?ytis,Lithuania,800226285,Stub,"2,911,203"
33723,Vilius ?apoka,Lithuania,801047404,Stub,"2,911,203"
33724,Vytautas Petrulis,Lithuania,801186332,Start,"2,911,203"
33725,Audronius A?ubalis,Lithuania,801380176,Start,"2,911,203"
33726,Petras Gri?kevi?ius,Lithuania,801475551,Start,"2,911,203"
33727,Julius Beinortas,Lithuania,801823737,Stub,"2,911,203"
33728,Eugenijus Gentvilas,Lithuania,802077882,Stub,"2,911,203"
33729,Ringaudas Songaila,Lithuania,802563518,Stub,"2,911,203"
33730,Rimantas Tara?kevi?ius,Lithuania,802704004,Stub,"2,911,203"
33731,Dainius Kamaitis,Lithuania,802933833,Start,"2,911,203"
33732,Balys Gajauskas,Lithuania,803078626,Stub,"2,911,203"
33733,Antanas Baskas,Lithuania,804105709,Start,"2,911,203"
33734,Signatories of the Act of Independence of Lithuania,Lithuania,804115829,GA,"2,911,203"
33735,Eligijus Masiulis,Lithuania,804965372,Stub,"2,911,203"
33736,Dominik Miko?aj Radziwi??,Lithuania,805184608,Stub,"2,911,203"
33737,Gintaras Bal?i：＼nas,Lithuania,805784044,Stub,"2,911,203"
33738,Szymon Konarski,Lithuania,806507288,Start,"2,911,203"
33739,Ingrida ?imonyt?,Lithuania,806596322,Stub,"2,911,203"
33740,Margarita Starkevi?i：＼t?,Lithuania,806851234,Start,"2,911,203"
33741,Vytautas Kolesnikovas,Lithuania,807128197,Stub,"2,911,203"
33742,Kazys Boruta,Lithuania,807359819,Stub,"2,911,203"
33743,Raspicious Dzanjalimodzi,Malawi,532253442,Stub,"17,174,000"
33744,Lucius Banda,Malawi,709850088,Start,"17,174,000"
33745,Nasser Kara,Malawi,714906746,Stub,"17,174,000"
33746,Ibrahim Matola,Malawi,719536920,Start,"17,174,000"
33747,Peter Mwanza,Malawi,719685226,Start,"17,174,000"
33748,Yunus Mussa,Malawi,719689714,Start,"17,174,000"
33749,Samuel Mpasu,Malawi,720495219,Start,"17,174,000"
33750,Reen Kachere,Malawi,720505980,Stub,"17,174,000"
33751,Enoch Chihana,Malawi,720506297,Stub,"17,174,000"
33752,Kingsely Namakhwa,Malawi,720536721,Stub,"17,174,000"
33753,Joe Manduwa,Malawi,720537726,Start,"17,174,000"
33754,Henry Mussa,Malawi,721563423,Stub,"17,174,000"
33755,Kondwani Nakhumwa,Malawi,722481332,Stub,"17,174,000"
33756,Richard Msowoya,Malawi,729581132,Stub,"17,174,000"
33757,Kenneth Thindwa,Malawi,735974904,Stub,"17,174,000"
33758,Percy Kachipande,Malawi,744587731,C,"17,174,000"
33759,Rodwell Munyenyembe,Malawi,751379537,C,"17,174,000"
33760,Patricia Shanil Muluzi,Malawi,752608041,Start,"17,174,000"
33761,Charles Kalemba,Malawi,753687726,Stub,"17,174,000"
33762,Patricia Kaliati,Malawi,757616363,Start,"17,174,000"
33763,Cassim Chilumpha,Malawi,758467079,C,"17,174,000"
33764,Harry Thomson (politician),Malawi,762227208,Start,"17,174,000"
33765,Ralph Jooma,Malawi,763703372,Stub,"17,174,000"
33766,Rafiq Hajat,Malawi,767247404,Start,"17,174,000"
33767,Yatuta Chisiza,Malawi,771062208,Start,"17,174,000"
33768,Chrissie Mughogho,Malawi,772641941,Start,"17,174,000"
33769,Ralph Kasambara,Malawi,773049736,C,"17,174,000"
33770,Donton Samuel Mkandawire,Malawi,774229182,Start,"17,174,000"
33771,Ken Kandodo,Malawi,778607327,Start,"17,174,000"
33772,Khumbo Kachali,Malawi,778825551,Start,"17,174,000"
33773,Jane Kambalame,Malawi,779396586,Stub,"17,174,000"
33774,Albert Muwalo,Malawi,782157936,C,"17,174,000"
33775,Vice-President of Malawi,Malawi,782713965,Stub,"17,174,000"
33776,Orton Chirwa,Malawi,783301267,C,"17,174,000"
33777,Willie Chokani,Malawi,783304398,C,"17,174,000"
33778,Margaret Roka Mauwa,Malawi,783425867,Stub,"17,174,000"
33779,Colin Cameron (Malawian politician),Malawi,785359351,C,"17,174,000"
33780,John Bande,Malawi,785381714,Stub,"17,174,000"
33781,Justin Malewezi,Malawi,787200884,Start,"17,174,000"
33782,Friday Jumbe,Malawi,787991526,Start,"17,174,000"
33783,Grain Malunga,Malawi,788069341,Stub,"17,174,000"
33784,Aleke Banda,Malawi,788256607,Start,"17,174,000"
33785,Maxwell Mkwezalamba,Malawi,788467423,Start,"17,174,000"
33786,Annie Chidzira Muluzi,Malawi,789341804,Start,"17,174,000"
33787,Anthony Kamanga,Malawi,789409106,C,"17,174,000"
33788,Bakili Muluzi,Malawi,789440301,C,"17,174,000"
33789,Nancy Tembo,Malawi,789967930,Stub,"17,174,000"
33790,Lilian Patel,Malawi,789968178,Stub,"17,174,000"
33791,Kamangadazi Chambalo,Malawi,790006196,Stub,"17,174,000"
33792,Louis Chimango,Malawi,790006218,Start,"17,174,000"
33793,Anita Kalinde,Malawi,790006252,Start,"17,174,000"
33794,Steven Kamwendo,Malawi,790006256,Stub,"17,174,000"
33795,Lucious Grandson Kanyumba,Malawi,790006260,Start,"17,174,000"
33796,Davis Katsonga,Malawi,790006261,Stub,"17,174,000"
33797,Moses Kunkuyu,Malawi,790006275,Stub,"17,174,000"
33798,Steven Malamba,Malawi,790006280,Stub,"17,174,000"
33799,Sidik Mia,Malawi,790006291,Start,"17,174,000"
33800,Chimango Mughogho,Malawi,790006312,Stub,"17,174,000"
33801,Theresa Gloria Mwale,Malawi,790006349,Stub,"17,174,000"
33802,Cornelius Mwalwanda,Malawi,790006352,Start,"17,174,000"
33803,Fraser Nihorya,Malawi,790006358,Stub,"17,174,000"
33804,Henry Dama Phoya,Malawi,790006365,Stub,"17,174,000"
33805,Nasrin Pillane,Malawi,790006366,Stub,"17,174,000"
33806,Wictor Sajeni,Malawi,790006369,Stub,"17,174,000"
33807,Aaron Sangala,Malawi,790006373,Start,"17,174,000"
33808,Twaibu Sangala,Malawi,790006389,Stub,"17,174,000"
33809,Abbie Shaba,Malawi,790006391,Stub,"17,174,000"
33810,McJones Shaba,Malawi,790006393,Stub,"17,174,000"
33811,Mary Shawa,Malawi,790006399,Stub,"17,174,000"
33812,Leckford Mwanza Thotho,Malawi,790006411,Start,"17,174,000"
33813,Angela Zachepa,Malawi,790006414,Stub,"17,174,000"
33814,Otria Moyo Jere,Malawi,790032719,Stub,"17,174,000"
33815,Attati Mpakati,Malawi,790085231,Stub,"17,174,000"
33816,Atupele Muluzi,Malawi,790095609,C,"17,174,000"
33817,Anna Kachikho,Malawi,790422630,Start,"17,174,000"
33818,Peter Mutharika,Malawi,790764726,C,"17,174,000"
33819,Bazuka Mhango,Malawi,790842526,Start,"17,174,000"
33820,Jean Kalilani,Malawi,791845528,Start,"17,174,000"
33821,Catherine Chipembere,Malawi,793349539,Start,"17,174,000"
33822,Catherine Gotani Hara,Malawi,793350730,Stub,"17,174,000"
33823,Chakufwa Chihana,Malawi,793553685,C,"17,174,000"
33824,Chimunthu Banda,Malawi,793980522,Start,"17,174,000"
33825,Kanyama Chiume,Malawi,794680935,Start,"17,174,000"
33826,Saulos Chilima,Malawi,794832964,Start,"17,174,000"
33827,Brown Mpinganjira,Malawi,795420891,Stub,"17,174,000"
33828,Sosten Gwengwe,Malawi,795721913,Stub,"17,174,000"
33829,Aaron Gadama,Malawi,795957500,Stub,"17,174,000"
33830,Geoffrey Du Mhango,Malawi,796092029,Start,"17,174,000"
33831,Callista Chimombo,Malawi,796604839,C,"17,174,000"
33832,Lovenes Gondwe,Malawi,796683966,Stub,"17,174,000"
33833,Cecilia Kadzamira,Malawi,797161472,C,"17,174,000"
33834,Augustine Bwanausi,Malawi,797449401,Start,"17,174,000"
33835,Etta Banda,Malawi,798571014,Start,"17,174,000"
33836,Levi Zililo Mumba,Malawi,798628050,GA,"17,174,000"
33837,Daniel Liwimbi,Malawi,798860883,Stub,"17,174,000"
33838,David Chiwanga,Malawi,799111271,Stub,"17,174,000"
33839,Goodall Gondwe,Malawi,799700975,C,"17,174,000"
33840,Dindi Gowa Nyasulu,Malawi,799970833,Start,"17,174,000"
33841,Rose Chibambo,Malawi,800003586,GA,"17,174,000"
33842,Bingu wa Mutharika,Malawi,801247753,B,"17,174,000"
33843,Joyce Banda,Malawi,801357438,GA,"17,174,000"
33844,Simon Vuwa Kaunda,Malawi,801510800,Stub,"17,174,000"
33845,Emmie Chanika,Malawi,801580609,Start,"17,174,000"
33846,Ephraim Chiume,Malawi,801801804,Stub,"17,174,000"
33847,Vera Chirwa,Malawi,802050644,C,"17,174,000"
33848,Eunice Kazembe,Malawi,802193467,Start,"17,174,000"
33849,First Ladies and Gentlemen of Malawi,Malawi,803254529,Stub,"17,174,000"
33850,Flossie Gomile-Chidyaonga,Malawi,803483367,Start,"17,174,000"
33851,Agnes Penemulungu,Malawi,803919095,Stub,"17,174,000"
33852,Billy Kaunda,Malawi,804045962,Stub,"17,174,000"
33853,James John Skinner,Malawi,804328468,C,"17,174,000"
33854,Ken Lipenga,Malawi,804478236,C,"17,174,000"
33855,List of heads of state of Malawi,Malawi,804732116,C,"17,174,000"
33856,Dick Matenje,Malawi,804932143,Start,"17,174,000"
33857,George Chaponda,Malawi,805153259,C,"17,174,000"
33858,Gertrude Maseko,Malawi,805413763,Stub,"17,174,000"
33859,President of Malawi,Malawi,806007616,Start,"17,174,000"
33860,Henry Masauko Blasius Chipembere,Malawi,806461725,B,"17,174,000"
33861,Grace Chiumia,Malawi,806898266,Start,"17,174,000"
33862,Gwanda Chakuamba,Malawi,807215241,C,"17,174,000"
33863,Nicholas Dausi,Malawi,807257937,Stub,"17,174,000"
33864,Hastings Banda,Malawi,807393229,B,"17,174,000"
33865,Template:Vietnam-mayor-stub,Vietnam,535403481,Stub,"91,714,080"
33866,Template:Vietnam-diplomat-stub,Vietnam,535403528,Stub,"91,714,080"
33867,Template:Vietnam-politician-stub,Vietnam,550432744,Stub,"91,714,080"
33868,Template:Vietnam-activist-stub,Vietnam,645944000,Stub,"91,714,080"
33869,Presidential Palace Historical Site,Vietnam,671868722,Stub,"91,714,080"
33870,Ph?m Th? Tr?n Ch?u,Vietnam,693208023,Stub,"91,714,080"
33871,Ngo Dinh Khoi,Vietnam,694815600,Stub,"91,714,080"
33872,V? Khoan,Vietnam,706073156,Stub,"91,714,080"
33873,Hu?nh V?n Cao,Vietnam,707375836,Start,"91,714,080"
33874,Nguy?n B：? C?n,Vietnam,708216139,Stub,"91,714,080"
33875,Nguy?n Qu?c C??ng,Vietnam,708587401,Stub,"91,714,080"
33876,H? ??c ?i?m,Vietnam,708705964,Stub,"91,714,080"
33877,Nguy?n Nh?n Chi?n,Vietnam,709873725,Stub,"91,714,080"
33878,Nguy?n Xu?n O：?nh,Vietnam,710799910,Stub,"91,714,080"
33879,Phan V?n B：∴n,Vietnam,711137826,Stub,"91,714,080"
33880,L：? Quang ??o,Vietnam,716340487,Stub,"91,714,080"
33881,?? Thanh Nh?n,Vietnam,717380526,GA,"91,714,080"
33882,Tr??ng T?n B?u,Vietnam,717828072,Stub,"91,714,080"
33883,?inh Xu?n Qu?ng,Vietnam,718388780,B,"91,714,080"
33884,L? T：∴i,Vietnam,719265808,Stub,"91,714,080"
33885,Tr?n Hanh,Vietnam,720309037,C,"91,714,080"
33886,Ph?m Quang Ngh?,Vietnam,721889236,Stub,"91,714,080"
33887,Ph?m Qu?nh,Vietnam,722210422,Stub,"91,714,080"
33888,Nguy?n ?：?nh Thu?n,Vietnam,722372579,Stub,"91,714,080"
33889,Ng? Th? Do?n Thanh,Vietnam,722908287,Stub,"91,714,080"
33890,Tr?n V?n Tu?,Vietnam,723285888,Stub,"91,714,080"
33891,V? Di Nguy,Vietnam,723645799,Stub,"91,714,080"
33892,Nguy?n Th? Thanh H：＜a,Vietnam,724271995,Stub,"91,714,080"
33893,Nguy?n Khang (politician),Vietnam,724426079,Stub,"91,714,080"
33894,Nguyen Quang Lap,Vietnam,725059563,Start,"91,714,080"
33895,B：?i B?ng ?o：∴n,Vietnam,725098226,Stub,"91,714,080"
33896,B：?i Quang Vinh,Vietnam,725874724,Stub,"91,714,080"
33897,Ng? ?：?nh Luy?n,Vietnam,729350272,Stub,"91,714,080"
33898,B?u L?c,Vietnam,729350472,Stub,"91,714,080"
33899,??ng S? Nguy：?n,Vietnam,734768346,Start,"91,714,080"
33900,Ho：∴ng Minh Ch：?nh,Vietnam,736899071,Start,"91,714,080"
33901,Tr??ng ?：?nh Dzu,Vietnam,739752853,B,"91,714,080"
33902,V? T：?nh,Vietnam,740709272,GA,"91,714,080"
33903,Linh Quang Vi：?n,Vietnam,741289207,Start,"91,714,080"
33904,V? H?ng Ph：?c,Vietnam,742600814,Stub,"91,714,080"
33905,Nguy?n H?i Th?n,Vietnam,743539131,Start,"91,714,080"
33906,Nguy?n Thi?n Thu?t,Vietnam,743541180,Start,"91,714,080"
33907,Nguy?n H?u B：∴i,Vietnam,743949157,Start,"91,714,080"
33908,Ph?m Huy Th?ng,Vietnam,745109023,Stub,"91,714,080"
33909,Ng? ?：?nh Kh?,Vietnam,749211532,Stub,"91,714,080"
33910,Phan Quang ?：?n,Vietnam,749225617,C,"91,714,080"
33911,Nguy?n H?ng Quang,Vietnam,749626797,Start,"91,714,080"
33912,Nguy?n Ti?n Trung,Vietnam,749735486,C,"91,714,080"
33913,Tr?n Hu?nh Duy Th?c,Vietnam,752967215,C,"91,714,080"
33914,Vi ??c H?i,Vietnam,752969539,Start,"91,714,080"
33915,Phan V?n H?n,Vietnam,753074258,Stub,"91,714,080"
33916,Tr?n V?n Cung,Vietnam,753231794,B,"91,714,080"
33917,Xu?n Th?y,Vietnam,759284532,Start,"91,714,080"
33918,L：? V?n Duy?t,Vietnam,763222145,FA,"91,714,080"
33919,T?n Th?t Thuy?t,Vietnam,765886163,Start,"91,714,080"
33920,Philippe Tr?n V?n Ho：∴i,Vietnam,766089114,Start,"91,714,080"
33921,T? Thu Th?u,Vietnam,766446426,Start,"91,714,080"
33922,Ph?m H?ng S?n,Vietnam,766957839,C,"91,714,080"
33923,2011 crackdown on Vietnamese youth activists,Vietnam,767475162,B,"91,714,080"
33924,Tr?n V?n H?u,Vietnam,767753157,Start,"91,714,080"
33925,?? Quang Giai,Vietnam,767884607,C,"91,714,080"
33926,Tran Minh Tiet,Vietnam,768251865,C,"91,714,080"
33927,L：? Kh? Phi：?u,Vietnam,769536404,Start,"91,714,080"
33928,Hong Vo,Vietnam,773840307,C,"91,714,080"
33929,H? ??c Ho：∴,Vietnam,774308742,Start,"91,714,080"
33930,Tr?n Cao,Vietnam,774434922,Start,"91,714,080"
33931,Philippe Vannier,Vietnam,774847910,C,"91,714,080"
33932,Nguy?n V?n Xu?n,Vietnam,777582892,Stub,"91,714,080"
33933,T?n Th?t Thi?n,Vietnam,777586428,C,"91,714,080"
33934,Nguy?n V?n T?m,Vietnam,777697190,Start,"91,714,080"
33935,Nguy?n V?n B：?nh (politician),Vietnam,778823367,Stub,"91,714,080"
33936,D??ng Qu?nh Hoa,Vietnam,779571900,C,"91,714,080"
33937,Ho：∴ng Th? Tu?n,Vietnam,779572057,Stub,"91,714,080"
33938,??ng Th? Ng?c Th?nh,Vietnam,779572097,Stub,"91,714,080"
33939,Tr?n Th? Hoa Ry,Vietnam,779572210,Stub,"91,714,080"
33940,Nguy?n Th? Th?p,Vietnam,779572234,Start,"91,714,080"
33941,Ph?m H：?ng,Vietnam,780946558,Start,"91,714,080"
33942,Nguy?n V?n H?ng,Vietnam,780961961,Stub,"91,714,080"
33943,Thadeus Nguy?n V?n L?,Vietnam,781657366,C,"91,714,080"
33944,Jean-Marie Dayot,Vietnam,784045078,Start,"91,714,080"
33945,Tr?n ??c L??ng,Vietnam,784791114,Stub,"91,714,080"
33946,V? V?n Ninh,Vietnam,785061555,Stub,"91,714,080"
33947,Ho：∴ng V?n Hoan,Vietnam,785659532,Start,"91,714,080"
33948,L：? Tr?ng T?n,Vietnam,786300669,GA,"91,714,080"
33949,Tr?n ??,Vietnam,787044208,Start,"91,714,080"
33950,Peter Nguyen Van Hung,Vietnam,787358164,Start,"91,714,080"
33951,Nguy?n Th? B：?nh,Vietnam,787378099,Start,"91,714,080"
33952,Nguy?n Ti?n H?ng,Vietnam,787378130,Start,"91,714,080"
33953,Kiem Do,Vietnam,787432564,Start,"91,714,080"
33954,Pierre Pigneau de Behaine,Vietnam,787530339,GA,"91,714,080"
33955,Nguy?n Th? Doan,Vietnam,788246440,Start,"91,714,080"
33956,Nguy?n Sinh H：?ng,Vietnam,788247538,Start,"91,714,080"
33957,Nguy?n V?n ?：∴i,Vietnam,788666652,C,"91,714,080"
33958,Tr：?nh Minh Th?,Vietnam,788824539,Start,"91,714,080"
33959,Ph?m H?ng Th：?i,Vietnam,788966732,Stub,"91,714,080"
33960,Nguy?n ?an Qu?,Vietnam,789295541,GA,"91,714,080"
33961,Nguy?n An Ninh,Vietnam,790190293,Start,"91,714,080"
33962,?：∴o Duy T?,Vietnam,790399767,C,"91,714,080"
33963,Nguy?n V?n H?i,Vietnam,790437893,C,"91,714,080"
33964,Phan Thanh H?i,Vietnam,790439621,Start,"91,714,080"
33965,T? Phong T?n,Vietnam,790445631,C,"91,714,080"
33966,V? ??c ?am,Vietnam,791001670,Start,"91,714,080"
33967,List of heads of state of Vietnam,Vietnam,791392764,Start,"91,714,080"
33968,Ph?m B：?nh Minh,Vietnam,791658947,Start,"91,714,080"
33969,??ng V?n Quang,Vietnam,792775189,Start,"91,714,080"
33970,Nguy?n C? Th?ch,Vietnam,794079027,Start,"91,714,080"
33971,Nguy?n Minh Thuy?t,Vietnam,794507987,Start,"91,714,080"
33972,Nguy?n B：? Thanh,Vietnam,794724249,C,"91,714,080"
33973,Nguy?n V?n An,Vietnam,795433758,Stub,"91,714,080"
33974,L：? H?ng Anh,Vietnam,795735090,Start,"91,714,080"
33975,C：? Huy H：∴ V?,Vietnam,795772651,GA,"91,714,080"
33976,B：?i Ti?n D?ng (politician),Vietnam,796124536,Stub,"91,714,080"
33977,Nguy?n Bi?u,Vietnam,796604721,Stub,"91,714,080"
33978,B：?i ?：?nh D?nh,Vietnam,796676699,Stub,"91,714,080"
33979,Nguy?n H?u Th?,Vietnam,796770604,Start,"91,714,080"
33980,Nguy?n Ch：? Thanh,Vietnam,796830928,Start,"91,714,080"
33981,Mother Mushroom,Vietnam,797317473,C,"91,714,080"
33982,T? L?m,Vietnam,797951465,C,"91,714,080"
33983,H? V?n Nh?t,Vietnam,798265985,C,"91,714,080"
33984,Nguy?n Huy C?n,Vietnam,798479738,Stub,"91,714,080"
33985,B：∴ Huy?n Thanh Quan,Vietnam,798485655,Stub,"91,714,080"
33986,Nguy?n Th? B：?ch,Vietnam,798485656,Stub,"91,714,080"
33987,2013 conviction of 14 Vietnamese dissidents,Vietnam,799051693,B,"91,714,080"
33988,Nguyen Quoc Quan,Vietnam,799268371,GA,"91,714,080"
33989,Nguy?n H?p ?o：∴n,Vietnam,799268410,Start,"91,714,080"
33990,Nguy?n Sinh S?c,Vietnam,799428811,Start,"91,714,080"
33991,Ph?m Minh Ho：∴ng,Vietnam,799524234,C,"91,714,080"
33992,Ph?m V?n ??ng (ARVN general),Vietnam,799524257,B,"91,714,080"
33993,Charles Tran Van Lam,Vietnam,799655886,Start,"91,714,080"
33994,Hu?nh T?n Ph：?t,Vietnam,799984422,Start,"91,714,080"
33995,Ho：∴ng Cao Kh?i,Vietnam,800953685,Stub,"91,714,080"
33996,Ch?u V?n Ti?p,Vietnam,801064878,C,"91,714,080"
33997,V?n Ti?n D?ng,Vietnam,801139086,C,"91,714,080"
33998,Nguy?n V?n L?c,Vietnam,801242990,Stub,"91,714,080"
33999,?o：∴n V?n To?i,Vietnam,801344333,Start,"91,714,080"
34000,L：? V?n Ho?ch,Vietnam,801708337,Stub,"91,714,080"
34001,Ph?m V?n Tr：∴,Vietnam,801720592,Stub,"91,714,080"
34002,Ng? Xu?n L?ch,Vietnam,801735299,C,"91,714,080"
34003,Nguy?n V?n L?c,Vietnam,801840625,Stub,"91,714,080"
34004,Tr?n V?n Khi：?m,Vietnam,801965373,Start,"91,714,080"
34005,?inh La Th?ng,Vietnam,802000460,Start,"91,714,080"
34006,Nguy?n T?n Ho：∴n,Vietnam,802024357,C,"91,714,080"
34007,Hoang Van Chi,Vietnam,802101558,B,"91,714,080"
34008,Phan Huy Qu：?t,Vietnam,802135125,C,"91,714,080"
34009,Olivier de Puymanel,Vietnam,802870152,C,"91,714,080"
34010,Shi Xie,Vietnam,802917705,C,"91,714,080"
34011,Tr?n Tr?ng Kim,Vietnam,803307184,GA,"91,714,080"
34012,Nguy?n Minh Tri?t,Vietnam,803328707,Start,"91,714,080"
34013,T?n Th?t ?：?nh,Vietnam,803336359,FA,"91,714,080"
34014,Tr?n Ng?c Ch?u,Vietnam,803336424,FA,"91,714,080"
34015,Ph?m V?n ??ng,Vietnam,803972261,C,"91,714,080"
34016,Phan Thanh Li：?m,Vietnam,804050234,Stub,"91,714,080"
34017,B：?i T：?n,Vietnam,804051406,C,"91,714,080"
34018,Ng? ?：?nh Nhu,Vietnam,804192861,FA,"91,714,080"
34019,List of Presidents of Vietnam,Vietnam,804340275,C,"91,714,080"
34020,Vice President of Vietnam,Vietnam,804632891,GA,"91,714,080"
34021,D??ng Thu H??ng,Vietnam,804892514,C,"91,714,080"
34022,Tr??ng Chinh,Vietnam,804983292,Start,"91,714,080"
34023,Tr??ng H：＜a B：?nh,Vietnam,805194962,Stub,"91,714,080"
34024,Tr??ng M? Hoa,Vietnam,805195152,Stub,"91,714,080"
34025,Nguy?n Th? ??nh,Vietnam,805195302,Start,"91,714,080"
34026,V? Ch：? C?ng,Vietnam,805201403,Start,"91,714,080"
34027,Ho：∴ng Trung H?i,Vietnam,805203054,Stub,"91,714,080"
34028,T：＜ng Th? Ph：?ng,Vietnam,805203648,Stub,"91,714,080"
34029,V??ng ?：?nh Hu?,Vietnam,805203727,Stub,"91,714,080"
34030,Ph：?ng Quang Thanh,Vietnam,805203886,C,"91,714,080"
34031,Phan Kh?c S?u,Vietnam,805392149,Start,"91,714,080"
34032,Leaders of South Vietnam,Vietnam,805408098,B,"91,714,080"
34033,Nguy?n Nh?c,Vietnam,805486733,Stub,"91,714,080"
34034,V? V?n Ki?t,Vietnam,805660074,C,"91,714,080"
34035,?? M??i,Vietnam,805677158,FA,"91,714,080"
34036,Hanoi Hannah,Vietnam,805713074,C,"91,714,080"
34037,Le Quoc Quan,Vietnam,805714311,C,"91,714,080"
34038,Tr?n Th? Nga,Vietnam,805714354,C,"91,714,080"
34039,Ho：∴ng V?n Th：?i,Vietnam,805719887,C,"91,714,080"
34040,Nguy?n Ch：? Thi?n,Vietnam,805821500,C,"91,714,080"
34041,Le Cong Dinh,Vietnam,806007037,C,"91,714,080"
34042,V? Nguy：?n Gi：?p,Vietnam,806153615,FA,"91,714,080"
34043,T?n ??c Th?ng,Vietnam,806406535,C,"91,714,080"
34044,Tr?n ??i Quang,Vietnam,806427124,GA,"91,714,080"
34045,Nguy?n Th? Kim Ng?n,Vietnam,806512259,Start,"91,714,080"
34046,Nguy?n Thi?n Nh?n,Vietnam,806647141,Start,"91,714,080"
34047,Tr??ng T?n Sang,Vietnam,806648114,C,"91,714,080"
34048,Ngo Dinh Diem,Vietnam,806984938,FA,"91,714,080"
34049,L：? Th? H?ng Li：?n,Vietnam,807151091,Stub,"91,714,080"
34050,L：? L??ng Minh,Vietnam,807202558,Start,"91,714,080"
34051,President of Vietnam,Vietnam,807220739,C,"91,714,080"
34052,Ph?m Gia Khi：?m,Vietnam,807337502,Start,"91,714,080"
34053,Ho Chi Minh,Vietnam,807386435,FA,"91,714,080"
34054,L：? ??c Anh,Vietnam,807401478,C,"91,714,080"
34055,?o：∴n Khu：?,Vietnam,807403181,Start,"91,714,080"
34056,Template:France-activist-stub,France,535414539,Stub,"64,346,720"
34057,Pierre Philibert de Blancheton,France,644041882,Start,"64,346,720"
34058,Auguste Louis Antoine Fabre,France,659315526,Stub,"64,346,720"
34059,Pierre Chatenet,France,668091068,Stub,"64,346,720"
34060,Template:France-politician-FN-stub,France,668646568,Stub,"64,346,720"
34061,Template:France-politician-MNR-stub,France,668646640,Stub,"64,346,720"
